id,text,author,creation_date,favorites,retweets,upvotes,average_favorites,max_favorites,average_retweets,max_retweets,average_upvotes,max_upvotes,follower_count,account_creation_date,type
18048,"Heads up, comedy connoisseurs: Amoeba has Andrew Dice Clay's ""The Day the Laughter Died"" Volume One AND Two currently in stock!!!",bornferal,2013-08-20 20:45:00,10,1,0,28.86639824304539,633,6.861273792093704,5021,0,0,26227,2010-12-05 22:53:11,0
82733,I CANNOT stress enough that u gotta watch #ParksandRec @ 8 2nite. if u don't I'll know and ill off myself!!!!!!!! ;),meganamram,2015-02-18 02:18:19,187,6,0,810.051689860835,20487,287.64811133200794,13868,0,0,500376,2009-04-25 13:05:18,0
16568,"""Shit, plenty of people want to fuck me,"" she thought, alone, falling asleep in her Murphy Bed alongside her violent pet cat",bornferal,2014-11-09 09:27:00,57,9,0,28.86639824304539,633,6.861273792093704,5021,0,0,26227,2010-12-05 22:53:11,0
76775,I'm so emotionally mature I'm almost emotionally dead,lynnbixenspan,2015-11-09 04:46:06,36,10,0,18.20738137082601,1258,4.388400702987698,579,0,0,14243,2010-06-12 23:08:20,0
86948,"I like cats okay but can we make little decorative asshole covers for them? Cats are always like ""Dude, check out my asshole""",mrgeorgewallace,2015-09-11 18:17:08,267,123,0,262.6325010950504,8076,103.4993429697766,4183,0,0,144244,2011-10-26 04:02:58,0
192120,I recently told my girlfriend about removing the cookies and site data because it slows down the browser speed... ||| Now she understands why I delete the browsing history everyday.,Justbecauseweiner,2015-01-09,0,0,9,0,0,0,0,162.5540489213005,10017,0,0,1
99255,if u aint got money u cont be my honey,pakalupapito,2014-01-14 23:59:01,413,777,0,4901.15602189781,97798,4563.639598540146,97626,0,0,1494799,2013-07-10 06:20:32,0
127678,"The ""Making A Murderer"" attorneys are going on tour. Saw their rider. ""No green M&amp;Ms or we file a class action suit!""",toddbarry,2016-03-01 01:53:30,48,8,0,68.08484408992024,1060,10.676577229876722,213,0,0,282740,2008-11-17 23:32:30,0
109114,"GLASSES - ✔️
""SECRETLY"" AN INTROVERT - ✔️
MINIMAL SKILLS AT MINIATURE INSTRUMENT - ✔️
SIGNATURE EMOJI = 📛 - ✔️
✳️WELCOME TO THE QUIRKDOME✳️",saraschaefer1,2015-07-31 01:08:56,30,3,0,60.245227606461086,12579,18.198237885462554,6572,0,0,60530,2007-04-03 20:41:29,0
24436,"JUDGE: i sentence you to life in prison
MY LAWYER WHO IS A HOUSE FLY: nice that's only like 11 days",ch000ch,2015-07-11 23:59:15,3723,1572,0,696.3335025380711,52097,299.148730964467,40143,0,0,114993,2011-01-24 17:14:48,0
8969,"whats the Best citrus fruit that is also a song, ill go first ""tangerine"" by led zeppelin sorry the game is over",bassoonjokes,2016-03-08 20:36:40,24,8,0,25.599297012302284,601,4.962214411247803,310,0,0,17614,2011-08-02 21:52:36,0
8332,dont sell ur body for Twitter followers its really not worth it,atsignskylar,2014-08-17 23:02:30,0,0,0,1.5391621129326047,16,0.14754098360655737,6,0,0,266,2012-02-26 00:45:04,0
109119,Double Hand Transplant Boy is my hero✋🏾✋🏾,saraschaefer1,2015-07-29 15:48:58,12,1,0,60.245227606461086,12579,18.198237885462554,6572,0,0,60530,2007-04-03 20:41:29,0
179008,What do you call smutty pictures of birds? ||| Pornithography.,Jack-The-Riffer,2014-10-13,0,0,3,0,0,0,0,162.5540489213005,10017,0,0,1
91851,amusingly revolting,nytminuscontext,2016-01-30 14:19:09,563,368,0,331.4253266957063,2613,225.9673304293715,2627,0,0,95753,2013-11-12 03:15:23,0
162689,"A small plane crashes in the jungle... ||| Only three people survived.  


/u/Unidan, /u/Sojoez, and /u/AWildSketchAppeared.


Inside the jungle they are captured by a tribe of natives. The tribe does not take kindly to strangers but they are offered a challenge.  
They are to go into the jungle and return at the end of the day with a fruit.  
If the fruit is unknown to the natives they go free. However! If the natives do know the fruit, it will be inserted into their ass. If they make any noise at all, they will be executed, but if they withstand it, they go free.


First to return is Unidan, he is carrying a round, hard fruit that most people would not look twice at. Before he can explain what it is, the natives say: ""Ah yes, the [wood-apple](http://en.wikipedia.org/wiki/Limonia_acidissima) we make jam out of those. Bend over!"" As the fruit gets inserted unlubed and stem first, Unidan screams and gets his throat slit.


Sojoez figures that the natives have been living here for centuries and that the jungle knows no secrets to them, so he grabs 3 [cranberries](http://en.wikipedia.org/wiki/Cranberry) and returns to the village. The natives recognize the fruit and tell him to bend over. As the first two get inserted nothing happens, but at the third, Sojoez breaks into a laughing fit and also gets his throat slit.


Somewhere in the afterlife, Unidan confronts Sojoez and asks: ""Why did you laugh? You where almost free to go.""  
""I couldn't help it, I saw AWildSketchAppeared coming into the village carrying a watermelon!""",Sojoez,2014-05-02,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
175531,"The Jewish Quarterback ||| The        Jewish Quarterback
 
 
The coach had put together the perfect team for the Chicago Bears. The only thing that was missing was a good quarterback. He had scouted all the colleges and even the Canadian and European Leagues, but he couldn't find a thrower who could ensure a Super Bowl win.
 
Then, one night while watching Fox News he saw a war-zone scene in the West Bank. In one corner of the background, he spotted a young Israeli soldier with  a truly incredible arm. He threw a hand-grenade straight into a 15th story window 100 yards away.
KABOOM!
 
He threw another hand-grenade 75 yards away, right into a      chimney.
KA-BLOOEY!
 
Then he threw another at a passing car going 90 mph.
 BULLS-EYE!
 
""I've got to get this guy!"" Coach said to himself. ""He has the perfect arm!""
 
So, he brings him to the States and teaches him the great game of football.
And the Bears go on to win the Super Bowl.
 
The young man is hailed as the great hero of football, and when the coach asks him what he wants, all the young man wants is to call his mother.
 
""Mom,"" he says into the phone, ""I just won the Super Bowl!""
 
""I don't want to talk to you, the old woman says."" You are not my son!""
 
""I don't think you understand, Mother,"" the young man pleads. ""I've won the greatest sporting event in the world. I'm here among thousands of my adoring fans.""
 
""No! Let me tell you!"" his mother retorts. ""At this very moment, there are gunshots all around us. The neighborhood is a pile of rubble. Your two brothers were beaten within an inch of their lives last week, and I have to keep your sister in the house so she doesn't get raped!"" The old lady pauses, and then tearfully says,
 
""I will never forgive you for making us move to Chicago !!!! ",lazztoo,2014-09-17,0,0,156,0,0,0,0,162.5540489213005,10017,0,0,1
29606,We are the brunch babes. We fight crime. https://t.co/5Gj2dDh488,danaschwartzzz,2016-03-19 18:52:44,37,1,0,113.13089509143407,3258,28.212704523580367,1336,0,0,16924,2011-07-07 17:42:14,0
49906,Kanye... https://t.co/fSEfr9ykyW,hamptonyount,2016-02-10 00:51:25,3,0,0,18.250752256770312,576,3.2377131394182546,190,0,0,8422,2010-06-07 08:39:44,0
145716,"Zebra dies and goes to heaven. ||| When he arrives at the Pearly Gates, St. Peter greets him and informs him that all newcomers to heaven are allowed a single question to ask of The Almighty.

Pete gestures to a magnificent pedestal nearby and says to Zebra, ""just step up there and ask away.""

Zebra walks over to the pedestal and nervously steps on. The pedestal immediately illuminates with blinding light and a booming voice from above echoes, ""WHAT TRUTH DOES THY SEEK MY CHILD?""

Zebra looks up and says ""Well, God, i've always wanted to know.. am i black with white stripes? or am i white with black stripes?

The voice echoes again. ""YOU ARE WHAT YOU ARE."" then the light fades.

Zebra looks at St. Peter inquisitively.

Pete says ""you're clearly white with black stripes..""

Zebra, ""how do you know that??""

Pete, ""well if you were black with white stripes, God would have said 'YOU IS WHAT YOU IS'",Gunslinger510,2013-04-01,0,0,110,0,0,0,0,162.5540489213005,10017,0,0,1
51253,Get your life together http://t.co/0DyxXQpN5s,hamptonyount,2015-06-04 23:26:25,8,3,0,18.250752256770312,576,3.2377131394182546,190,0,0,8422,2010-06-07 08:39:44,0
186036,I lost all my Pokemon cards in a house fire ||| I only have Ash now.,LoLOverheat,2014-12-02,0,0,52,0,0,0,0,162.5540489213005,10017,0,0,1
70565,Another #Oscars fuck-related opinion: Reese Witherspoon fucks angry.,katiemcvay,2016-02-29 03:32:52,7,1,0,7.368544600938967,153,0.8724569640062598,55,0,0,3338,2009-03-05 03:32:34,0
48154,"[Jeopardy]
Music for $800 Alex
""For fresh air in the yard &amp; a sweet treat, go here.""
*beep*
Where is my penis?
No
*beep*
How is my penis?
No",growlygrego,2014-12-11 13:57:40,103,22,0,112.03535353535354,8283,39.067676767676765,5628,0,0,26601,2011-02-27 06:39:10,0
139445,SEX TIP: think about how it's the male seahorse that gets pregnant,zoeklar,2014-02-26 01:51:44,23,4,0,38.693186627168856,5605,10.100296233601354,6437,0,0,11405,2011-03-29 16:55:03,0
50297,why hasn't every president committed suicide?,hamptonyount,2015-12-03 07:21:27,27,4,0,18.250752256770312,576,3.2377131394182546,190,0,0,8422,2010-06-07 08:39:44,0
128363,"#BadExcusesForMissingCourt ""I lost track of time while on a search engine looking for contact info about each member of Wang Chung.""",toddbarry,2015-10-28 23:27:18,40,8,0,68.08484408992024,1060,10.676577229876722,213,0,0,282740,2008-11-17 23:32:30,0
39229,watching stimpy slide up the fireman pole traumatized me and made me want to become a united state marines,dril,2015-01-23 00:41:01,913,244,0,1591.931453362256,51930,656.099349240781,33855,0,0,313283,2008-09-15 17:21:54,0
181372,Why dont blind people go skydiving? ||| It scares the hell out of the dog.,stormplatypus,2014-10-30,0,0,55,0,0,0,0,162.5540489213005,10017,0,0,1
120612,"I'm at a sandwich shop and the guy in front of me just asked, ""can I get a sandwich?"" and got caught off-guard when they asked ""what kind? """,shutupmikeginn,2014-12-30 19:00:51,341,66,0,1158.425806451613,27764,458.7881720430108,17439,0,0,132497,2011-02-02 18:21:51,0
105821,I bet one good thing about having kids is that you can eat off their plates in restaurants and they can't say shit cuz they're stupid kids,robhuebel,2013-07-28 20:30:11,129,111,0,83.89421540428252,2692,43.97347395333973,1432,0,0,568159,2007-05-31 19:08:21,0
109059,"Sometimes I mute people who are so funny I'm jealous &amp; then
🔸WHEN I'M READY🔸
I will manually check their feed to feel inspired &amp; laugh &amp; fav",saraschaefer1,2015-08-26 00:02:22,32,1,0,60.245227606461086,12579,18.198237885462554,6572,0,0,60530,2007-04-03 20:41:29,0
187682,I just went to the Air & Space museum. ||| Boy do I feel ripped off. It was just an empty room.,jubileo5,2014-12-12,0,0,452,0,0,0,0,162.5540489213005,10017,0,0,1
47026,Empathy is a kind of intelligence and a lot of bleep bloop logic nerds are dumb as shit,froghammer,2014-08-20 20:04:20,122,29,0,51.491147540983604,20607,19.249180327868853,13973,0,0,12502,2010-12-09 07:39:01,0
52877,hooked on phonics/prescription strength tranquilizers,handsomeboiii,2013-12-30 22:11:38,1,0,0,2.5842482100238664,39,0.2739856801909308,11,0,0,185,2012-03-19 21:02:16,0
4234,Beyoncé is here everything ok now,aparnapkin,2016-02-08 01:39:07,297,54,0,238.92703862660943,3303,68.85515021459227,1673,0,0,87315,2008-01-02 15:11:12,0
103160,"what do the dudes froim pearl jam wear when they go to sleep ?

pearljamas [ pajamas] please rt",recklessfarmer,2014-06-07 06:23:24,5,2,0,5.495726495726496,410,1.0897435897435896,167,0,0,643,2012-11-19 03:42:50,0
49538,"*Fun kid game
GUESS WHAT?
Chicken Butt
GUESS WHEN?
Chicken Skin
GUESS WHY?
Chicken Thigh
GUESS HOW?
Chicken Brow
GUESS WHERE?
You're Adopted",growlygrego,2014-01-30 14:17:39,116,42,0,112.03535353535354,8283,39.067676767676765,5628,0,0,26601,2011-02-27 06:39:10,0
